610730	32	16	54	42	48	16	828	476	304	178
10	10480	6	20	0	14	0	0	0	0	0
0	6	11434	0	18	0	2	0	0	0	0
50	24	0	6486	8	48	0	2	0	0	0
32	0	20	4	9072	2	30	0	2	0	0
44	18	0	40	0	23920	20	6	0	0	0
16	0	0	0	48	10	11852	0	0	0	0
626	0	0	0	0	4	0	2538	36	4	0
370	0	0	0	0	0	4	14	1462	0	2
306	2	0	0	0	0	0	0	0	1182	28
264	0	0	0	0	0	0	0	0	22	718
